sexo;nacionalidad;comuna;provincia;region;carrera;escuela;facultad;campus
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LO PRADO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;TENO;CURICO;REGION DEL MAULE;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LAS CONDES;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;CONCHALI;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;EXTRANJERA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;EXTRANJERA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;EXTRANJERA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;EXTRANJERA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;MACUL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PEDRO AGUIRRE CERDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LA GRANJA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;PEDRO AGUIRRE CERDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LO ESPEJO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;CERRILLOS;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PEDRO AGUIRRE CERDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;BUIN;MAIPO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;RANCAGUA;CACHAPOAL;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;SAN FERNANDO;COLCHAGUA;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;MACUL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA REINA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LAMPA;CHACABUCO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;QUINTA NORMAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LO ESPEJO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;COLINA;CHACABUCO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;CURACAVI;MELIPILLA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LO PRADO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;CONCHALI;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;HUECHURABA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;RECOLETA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LOS ANDES;LOS ANDES;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LO ESPEJO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;RECOLETA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;CONCHALI;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;ÑUÑOA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;EXTRANJERA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;TALAGANTE;TALAGANTE;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;COPIAPO;COPIAPO;REGION DE ATACAMA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;RECOLETA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;EXTRANJERA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LAMPA;CHACABUCO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;EXTRANJERA;RENCA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;EXTRANJERA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;INDEPENDENCIA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;MACUL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;CERRILLOS;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;EXTRANJERA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;RECOLETA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;PADRE HURTADO;TALAGANTE;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA COMERCIAL;ESCUELA DE INGENIERÍA COMERCIAL;FACULTAD DE ADMINISTRACIÓN Y ECONOMÍA;PROVIDENCIA
